RequestFileName,GenerateTime,ResponseTime,Qos
6-8837-294-88,1614,1621,7.0
2-3745-124-126,1615,1624,9.0
0-838-27-140,1617,1628,11.0
1-1657-55-37,1620,1621,1.0
16-23625-787-77,1622,1633,11.0
2-4403-146-115,1623,1634,11.0
2-3745-124-127,1624,1625,1.0
16-23625-787-78,1627,1633,6.0
18-27705-923-79,1630,1631,1.0
1-1657-55-38,1633,1634,1.0
16-24714-823-124,1634,1645,11.0
1-1657-55-39,1637,1638,1.0
16-23625-787-79,1639,1640,1.0
12-18589-619-97,1642,1653,11.0
16-23625-787-75,1643,1644,1.0
18-27705-923-78,1647,1648,1.0
9-14337-477-138,1647,1648,1.0
16-23625-787-76,1649,1650,1.0
6-9404-313-70,1651,1662,11.0
8-12223-407-68,1656,1667,11.0
12-18589-619-96,1656,1657,1.0
9-14337-477-135,1657,1658,1.0
12-18589-619-95,1658,1659,1.0
6-9404-313-71,1660,1662,2.0
9-14337-477-137,1661,1662,1.0
6-9404-313-73,1662,1663,1.0
9-14337-477-136,1662,1663,1.0
6-9404-313-72,1664,1665,1.0
9-13512-450-60,1672,1683,11.0
9-13512-450-61,1673,1683,10.0
2-3795-126-79,1674,1685,11.0
8-12223-407-65,1678,1679,1.0
8-12223-407-66,1678,1679,1.0
9-13512-450-62,1682,1683,1.0
10-15173-505-117,1682,1683,1.0
8-12223-407-67,1685,1686,1.0
15-23022-767-60,1685,1696,11.0
10-15173-505-115,1689,1690,1.0
16-23857-795-35,1690,1701,11.0
0-669-22-45,1691,1692,1.0
16-23857-795-39,1692,1701,9.0
16-23857-795-36,1692,1701,9.0
10-15173-505-116,1695,1696,1.0
12-18264-608-120,1700,1701,1.0
3-5706-190-31,1701,1712,11.0
16-23857-795-38,1705,1706,1.0
16-23857-795-37,1705,1706,1.0
3-5706-190-30,1708,1712,4.0
12-18092-603-10,1710,1721,11.0
7-10631-354-58,1713,1724,11.0
5-7758-258-94,1715,1716,1.0
7-10631-354-59,1716,1724,8.0
3-5706-190-32,1716,1717,1.0
7-10631-354-55,1721,1724,3.0
7-10631-354-56,1723,1724,1.0
7-10631-354-57,1724,1725,1.0
2-3484-116-21,1727,1728,1.0
2-3484-116-24,1729,1730,1.0
19-28241-941-58,1735,1746,11.0
2-3484-116-22,1735,1736,1.0
2-3484-116-23,1736,1737,1.0
15-22644-754-120,1736,1747,11.0
15-22644-754-121,1739,1747,8.0
6-9004-300-21,1741,1752,11.0
19-28241-941-57,1746,1747,1.0
6-9004-300-20,1746,1752,6.0
6-9004-300-23,1747,1752,5.0
6-9004-300-24,1749,1752,3.0
16-23796-793-33,1750,1751,1.0
16-23796-793-34,1755,1756,1.0
6-9004-300-22,1757,1758,1.0
17-25249-841-97,1757,1768,11.0
19-28241-941-59,1759,1760,1.0
17-25249-841-98,1760,1768,8.0
17-25249-841-96,1760,1768,8.0
17-25249-841-95,1762,1768,6.0
16-24896-829-134,1763,1764,1.0
9-13511-450-59,1765,1766,1.0
10-14836-494-83,1773,1784,11.0
10-14836-494-80,1775,1784,9.0
17-25249-841-99,1778,1779,1.0
10-14836-494-81,1779,1784,5.0
10-14836-494-82,1779,1784,5.0
15-23021-767-58,1781,1782,1.0
2-4402-146-111,1786,1787,1.0
8-12530-417-104,1786,1787,1.0
15-23021-767-59,1789,1790,1.0
9-13511-450-58,1789,1790,1.0
9-13284-442-121,1790,1801,11.0
9-13284-442-122,1792,1801,9.0
2-4402-146-112,1795,1796,1.0
2-4402-146-114,1796,1797,1.0
9-13284-442-123,1799,1801,2.0
19-29288-976-44,1801,1812,11.0
19-29288-976-42,1804,1812,8.0
2-4402-146-113,1806,1807,1.0
9-13284-442-124,1806,1807,1.0
19-29288-976-43,1807,1812,5.0
1-2397-79-139,1812,1813,1.0
1-2397-79-136,1816,1817,1.0
1-2397-79-138,1819,1820,1.0
1-2397-79-137,1819,1820,1.0
2-3372-112-64,1822,1833,11.0
2-3373-112-65,1824,1833,9.0
12-18091-603-8,1833,1834,1.0
5-8036-267-133,1833,1834,1.0
2-3373-112-66,1836,1837,1.0
2-3796-126-83,1839,1840,1.0
12-18091-603-9,1839,1840,1.0
2-3796-126-80,1841,1842,1.0
12-18091-603-7,1842,1843,1.0
5-8036-267-132,1842,1843,1.0
12-18091-603-6,1845,1846,1.0
5-8036-267-131,1847,1848,1.0
1-2051-68-56,1851,1852,1.0
1-2051-68-55,1856,1857,1.0
2-3796-126-82,1858,1859,1.0
5-8036-267-130,1858,1859,1.0
2-3796-126-81,1859,1860,1.0
16-24844-828-24,1864,1865,1.0
1-2051-68-57,1865,1866,1.0
6-9403-313-69,1867,1868,1.0
2-3372-112-62,1869,1870,1.0
1-2051-68-58,1869,1870,1.0
0-837-27-138,1873,1874,1.0
9-13284-442-120,1874,1875,1.0
0-837-27-139,1878,1879,1.0
0-837-27-136,1878,1879,1.0
2-3372-112-63,1879,1880,1.0
0-837-27-137,1882,1883,1.0
15-23021-767-57,1884,1885,1.0
15-23021-767-56,1886,1887,1.0
1-1785-59-76,1886,1897,11.0
1-1785-59-77,1888,1897,9.0
19-29289-976-45,1894,1895,1.0
1-1785-59-79,1894,1897,3.0
19-29289-976-46,1895,1896,1.0
1-1785-59-75,1895,1897,2.0
1-1785-59-78,1898,1899,1.0
6-8838-294-91,1901,1902,1.0
0-1468-48-143,1902,1903,1.0
6-8838-294-92,1903,1904,1.0
18-27706-923-80,1903,1904,1.0
6-8838-294-90,1903,1904,1.0
3-5705-190-28,1911,1912,1.0
0-1468-48-144,1913,1914,1.0
3-5705-190-29,1915,1916,1.0
2-4017-133-139,1918,1919,1.0
15-22643-754-117,1919,1920,1.0
8-12507-416-135,1920,1921,1.0
10-14835-494-79,1920,1921,1.0
8-12507-416-137,1921,1922,1.0
16-24715-823-126,1924,1925,1.0
8-12507-416-136,1926,1927,1.0
16-24715-823-125,1935,1936,1.0
16-24839-827-146,1938,1949,11.0
1-2601-86-105,1939,1940,1.0
16-24715-823-128,1939,1940,1.0
16-24715-823-127,1939,1940,1.0
16-24633-821-19,1941,1942,1.0
16-24839-827-147,1941,1949,8.0
16-24839-827-145,1942,1949,7.0
16-24839-827-148,1943,1949,6.0
16-24633-821-17,1949,1950,1.0
16-24839-827-149,1951,1952,1.0
16-24633-821-18,1952,1953,1.0
1-2601-86-106,1954,1955,1.0
12-18588-619-94,1955,1956,1.0
12-18588-619-93,1957,1958,1.0
2-3744-124-124,1961,1962,1.0
19-28845-961-75,1962,1963,1.0
19-28242-941-60,1964,1965,1.0
2-3744-124-123,1967,1968,1.0
19-28845-961-76,1968,1969,1.0
15-22643-754-119,1970,1971,1.0
15-22643-754-118,1972,1973,1.0
19-28242-941-61,1973,1974,1.0
15-22449-748-49,1976,1987,11.0
11-16204-540-24,1977,1978,1.0
11-16204-540-23,1980,1981,1.0
8-12222-407-64,1980,1981,1.0
11-16204-540-22,1984,1985,1.0
11-16204-540-21,1984,1985,1.0
16-23797-793-35,1987,1988,1.0
15-22449-748-48,1995,1996,1.0
15-22449-748-46,1996,1997,1.0
15-22449-748-47,1996,1997,1.0
19-28845-961-77,1997,1998,1.0
15-22449-748-45,1997,1998,1.0
4-6282-209-61,2000,2011,11.0
12-18611-620-56,2002,2013,11.0
12-18611-620-58,2007,2013,6.0
12-18611-620-59,2008,2013,5.0
12-18611-620-57,2009,2013,4.0
9-13412-447-14,2011,2022,11.0
4-6282-209-60,2012,2013,1.0
12-18435-614-75,2013,2024,11.0
17-25685-856-29,2016,2027,11.0
17-25685-856-28,2019,2027,8.0
12-18435-614-76,2020,2024,4.0
12-18435-614-78,2020,2024,4.0
17-26204-873-74,2023,2034,11.0
17-26204-873-72,2026,2034,8.0
12-18435-614-77,2029,2030,1.0
17-26204-873-73,2032,2034,2.0
11-17509-583-95,2032,2043,11.0
17-26204-873-71,2035,2036,1.0
18-27047-901-88,2036,2047,11.0
6-9864-328-121,2038,2049,11.0
18-27047-901-89,2040,2047,7.0
11-17509-583-96,2040,2043,3.0
6-9864-328-123,2042,2049,7.0
11-17509-583-97,2045,2046,1.0
6-9864-328-122,2046,2049,3.0
6-9864-328-124,2050,2051,1.0
15-23004-766-122,2051,2062,11.0
5-8345-278-26,2056,2067,11.0
13-19809-660-45,2057,2068,11.0
19-29258-975-40,2059,2070,11.0
5-8345-278-29,2060,2067,7.0
15-23004-766-120,2062,2063,1.0
15-23004-766-124,2064,2065,1.0
5-8345-278-28,2065,2067,2.0
15-23004-766-123,2069,2070,1.0
4-6914-230-70,2070,2081,11.0
8-11819-393-145,2071,2082,11.0
5-8345-278-27,2075,2076,1.0
8-11819-393-146,2075,2082,7.0
15-23004-766-121,2076,2077,1.0
4-6914-230-71,2082,2083,1.0
15-22673-755-115,2082,2093,11.0
2-3783-126-16,2085,2096,11.0
4-6914-230-72,2087,2088,1.0
2-3783-126-17,2088,2096,8.0
9-13388-446-42,2090,2101,11.0
15-22673-755-116,2090,2093,3.0
4-6914-230-73,2091,2092,1.0
2-3783-126-19,2096,2097,1.0
2-3783-126-18,2098,2099,1.0
9-13388-446-43,2102,2103,1.0
17-26138-871-40,2102,2113,11.0
19-29413-980-69,2102,2102,0.0
9-13388-446-44,2103,2104,1.0
17-26138-871-41,2109,2113,4.0
9-13695-456-78,2110,2121,11.0
9-13695-456-77,2110,2121,11.0
19-28996-966-80,2110,2121,11.0
9-13695-456-76,2111,2121,10.0
19-28996-966-81,2118,2121,3.0
11-17440-581-52,2121,2132,11.0
9-13695-456-75,2123,2124,1.0
8-12133-404-66,2129,2140,11.0
11-17440-581-50,2132,2133,1.0
18-26926-897-84,2133,2144,11.0
8-12133-404-65,2137,2140,3.0
11-17440-581-51,2138,2139,1.0
8-12133-404-68,2140,2141,1.0
8-12133-404-67,2142,2143,1.0
13-19547-651-85,2147,2158,11.0
7-10960-365-52,2147,2158,11.0
3-5824-194-21,2149,2160,11.0
7-10960-365-50,2153,2158,5.0
15-23190-773-3,2155,2166,11.0
3-5824-194-20,2157,2160,3.0
7-10960-365-51,2157,2158,1.0
3-5824-194-22,2158,2160,2.0
15-23190-773-4,2160,2166,6.0
7-10960-365-53,2163,2164,1.0
4-6645-221-78,2166,2177,11.0
4-6645-221-79,2169,2177,8.0
4-6645-221-76,2169,2177,8.0
3-5824-194-23,2171,2172,1.0
17-25443-848-18,2174,2185,11.0
17-25443-848-19,2175,2185,10.0
4-6645-221-77,2179,2180,1.0
3-5824-194-24,2183,2184,1.0
17-25443-848-17,2184,2185,1.0
17-25443-848-16,2185,2186,1.0
8-11803-393-69,2186,2197,11.0
1-2752-91-110,2187,2198,11.0
3-4544-151-70,2192,2203,11.0
3-4544-151-71,2193,2203,10.0
9-13694-456-74,2194,2195,1.0
6-10021-334-8,2195,2206,11.0
6-10021-334-9,2199,2206,7.0
14-21339-711-45,2201,2212,11.0
14-21339-711-46,2201,2212,11.0
4-6913-230-69,2202,2203,1.0
13-19427-647-85,2206,2217,11.0
9-13389-446-45,2208,2209,1.0
9-13389-446-46,2210,2211,1.0
14-21339-711-47,2214,2215,1.0
17-26137-871-37,2214,2215,1.0
17-26137-871-38,2216,2217,1.0
17-26137-871-39,2218,2219,1.0
8-13122-437-60,2221,2232,11.0
7-10748-358-40,2223,2234,11.0
7-10748-358-43,2224,2234,10.0
7-10748-358-41,2225,2234,9.0
7-10748-358-42,2228,2234,6.0
8-13122-437-62,2230,2232,2.0
13-19808-660-42,2230,2231,1.0
13-19808-660-43,2232,2233,1.0
8-13122-437-61,2238,2239,1.0
13-19808-660-41,2239,2240,1.0
11-17508-583-94,2240,2241,1.0
4-7293-243-17,2242,2253,11.0
8-13122-437-63,2243,2244,1.0
13-19808-660-44,2245,2246,1.0
11-17508-583-93,2249,2250,1.0
4-7293-243-18,2252,2253,1.0
11-17439-581-49,2253,2254,1.0
11-17439-581-48,2255,2256,1.0
4-6281-209-57,2257,2258,1.0
4-7293-243-19,2257,2258,1.0
9-13413-447-15,2263,2264,1.0
13-19546-651-81,2265,2266,1.0
4-6281-209-58,2267,2268,1.0
4-6281-209-59,2267,2268,1.0
13-19546-651-83,2269,2270,1.0
19-29257-975-38,2271,2272,1.0
9-13413-447-17,2274,2275,1.0
2-3784-126-20,2274,2275,1.0
13-19546-651-82,2275,2276,1.0
19-29257-975-39,2277,2278,1.0
9-13413-447-18,2280,2281,1.0
9-13413-447-16,2283,2284,1.0
12-18612-620-60,2284,2285,1.0
12-18434-614-74,2286,2287,1.0
17-26205-873-75,2287,2288,1.0
18-27048-901-91,2291,2292,1.0
18-27048-901-90,2292,2293,1.0
5-8346-278-30,2299,2300,1.0
3-5800-193-50,2300,2311,11.0
18-27048-901-92,2303,2304,1.0
13-19546-651-84,2306,2307,1.0
8-12132-404-64,2308,2309,1.0
19-28995-966-77,2309,2310,1.0
1-2751-91-107,2310,2311,1.0
17-25676-855-131,2312,2313,1.0
17-25676-855-132,2313,2314,1.0
6-9865-328-125,2316,2317,1.0
1-2751-91-106,2322,2323,1.0
1-2751-91-109,2322,2323,1.0
17-25676-855-133,2323,2324,1.0
1-2751-91-108,2324,2325,1.0
19-28995-966-78,2332,2333,1.0
19-28995-966-79,2333,2334,1.0
1-1761-58-105,2333,2334,1.0
6-10204-340-23,2337,2348,11.0
6-10204-340-24,2339,2348,9.0
17-25686-856-32,2341,2342,1.0
1-1761-58-108,2343,2344,1.0
1-1761-58-107,2344,2345,1.0
1-1761-58-106,2346,2347,1.0
6-10204-340-22,2348,2349,1.0
17-25686-856-31,2350,2351,1.0
8-11818-393-143,2352,2353,1.0
16-24524-817-74,2352,2363,11.0
8-11818-393-142,2354,2355,1.0
17-25686-856-30,2357,2358,1.0
8-11818-393-144,2361,2362,1.0
19-29257-975-37,2363,2364,1.0
19-29257-975-36,2368,2369,1.0
11-16785-559-76,2368,2379,11.0
11-16785-559-77,2368,2379,11.0
6-10022-334-12,2370,2371,1.0
6-10022-334-11,2372,2373,1.0
6-10022-334-10,2377,2378,1.0
15-23191-773-6,2379,2380,1.0
11-16785-559-75,2379,2380,1.0
15-23191-773-5,2380,2381,1.0
15-22672-755-114,2381,2382,1.0
15-23191-773-7,2384,2385,1.0
1-1998-66-90,2385,2396,11.0
1-1998-66-91,2388,2396,8.0
11-16785-559-79,2390,2391,1.0
15-22672-755-113,2391,2392,1.0
11-16785-559-78,2392,2393,1.0
13-19426-647-84,2394,2395,1.0
1-1998-66-92,2396,2397,1.0
13-19426-647-81,2403,2404,1.0
18-26927-897-88,2403,2404,1.0
15-22672-755-112,2405,2406,1.0
13-19426-647-83,2406,2407,1.0
13-19426-647-82,2406,2407,1.0
4-7294-243-21,2414,2415,1.0
17-25444-848-20,2415,2416,1.0
4-7294-243-20,2415,2416,1.0
16-24525-817-77,2418,2419,1.0
7-10959-365-49,2418,2419,1.0
16-24525-817-76,2421,2422,1.0
18-26927-897-85,2423,2424,1.0
18-26927-897-86,2425,2426,1.0
16-24525-817-78,2427,2428,1.0
16-24525-817-75,2428,2429,1.0
13-20538-684-90,2431,2442,11.0
4-6646-221-80,2432,2433,1.0
18-26927-897-87,2432,2433,1.0
6-10205-340-25,2435,2436,1.0
6-10205-340-26,2435,2436,1.0
7-10747-358-39,2442,2443,1.0
3-4543-151-68,2443,2444,1.0
13-20538-684-91,2443,2444,1.0
3-4543-151-69,2445,2446,1.0
3-4543-151-67,2449,2450,1.0
19-29414-980-71,2452,2452,0.0
19-29414-980-70,2455,2455,0.0
19-29414-980-72,2457,2457,0.0
16-24409-813-99,2457,2468,11.0
19-29414-980-73,2459,2459,0.0
8-11804-393-72,2460,2461,1.0
13-20538-684-94,2463,2464,1.0
8-11804-393-73,2463,2464,1.0
8-11804-393-71,2464,2465,1.0
14-21338-711-44,2467,2468,1.0
13-20538-684-92,2472,2473,1.0
8-11804-393-70,2474,2475,1.0
13-20538-684-93,2475,2476,1.0
3-5799-193-46,2477,2478,1.0
14-21338-711-43,2479,2480,1.0
3-5799-193-48,2482,2483,1.0
8-13121-437-59,2485,2486,1.0
3-5799-193-47,2485,2486,1.0
16-24410-813-101,2486,2487,1.0
16-24410-813-100,2488,2489,1.0
1-1997-66-89,2490,2491,1.0
3-5799-193-49,2492,2493,1.0
16-24410-813-103,2492,2493,1.0
1-1997-66-88,2495,2496,1.0
16-24410-813-102,2498,2499,1.0
13-20127-670-135,2501,2512,11.0
10-15787-526-38,2502,2513,11.0
4-7231-241-8,2502,2513,11.0
17-25026-834-34,2503,2514,11.0
13-20127-670-136,2505,2512,7.0
10-15787-526-36,2512,2513,1.0
10-15787-526-37,2513,2514,1.0
17-25026-834-32,2514,2515,1.0
10-15787-526-39,2515,2516,1.0
17-25026-834-33,2519,2520,1.0
3-4578-152-94,2521,2532,11.0
17-25026-834-31,2523,2524,1.0
8-12665-422-29,2523,2534,11.0
3-4578-152-93,2527,2532,5.0
9-13807-460-35,2529,2540,11.0
9-13807-460-37,2535,2540,5.0
8-12665-422-28,2535,2536,1.0
10-15089-502-147,2535,2546,11.0
9-13807-460-36,2538,2540,2.0
9-13807-460-38,2538,2540,2.0
3-4587-152-138,2541,2552,11.0
8-12490-416-52,2547,2558,11.0
8-12490-416-53,2547,2558,11.0
3-4587-152-139,2548,2552,4.0
3-4851-161-107,2549,2560,11.0
8-12490-416-54,2551,2558,7.0
10-15089-502-146,2551,2552,1.0
3-4851-161-105,2552,2560,8.0
3-4587-152-137,2553,2554,1.0
3-4851-161-106,2553,2560,7.0
2-4016-133-130,2560,2561,1.0
10-15089-502-145,2561,2562,1.0
18-26921-897-58,2563,2574,11.0
5-8083-269-69,2563,2574,11.0
2-4016-133-131,2565,2566,1.0
18-26921-897-59,2572,2574,2.0
3-5614-187-23,2572,2583,11.0
5-8806-293-84,2574,2585,11.0
3-5614-187-22,2575,2583,8.0
3-5614-187-24,2578,2583,5.0
10-15787-526-35,2581,2582,1.0
5-8806-293-80,2582,2585,3.0
5-8806-293-81,2583,2585,2.0
5-8806-293-83,2585,2586,1.0
5-8806-293-82,2586,2587,1.0
4-7208-240-43,2591,2602,11.0
4-7208-240-41,2593,2602,9.0
4-7208-240-40,2594,2602,8.0
9-14666-488-133,2596,2607,11.0
4-7208-240-42,2598,2602,4.0
9-14666-488-131,2600,2607,7.0
9-14666-488-134,2604,2607,3.0
9-13906-463-80,2607,2618,11.0
9-13906-463-82,2609,2618,9.0
9-13906-463-83,2609,2618,9.0
9-14666-488-132,2615,2616,1.0
9-14666-488-130,2616,2617,1.0
9-14371-479-6,2616,2627,11.0
9-13906-463-81,2617,2618,1.0
0-277-9-39,2617,2628,11.0
17-25657-855-39,2620,2631,11.0
5-8358-278-94,2621,2632,11.0
10-14896-496-84,2621,2632,11.0
17-25657-855-38,2623,2631,8.0
9-14371-479-5,2624,2627,3.0
13-20129-670-147,2632,2633,1.0
5-8835-294-76,2632,2633,1.0
1-1851-61-109,2635,2646,11.0
1-1851-61-108,2635,2646,11.0
5-8835-294-75,2635,2636,1.0
4-6231-207-105,2642,2653,11.0
13-20129-670-146,2643,2644,1.0
13-20129-670-145,2644,2645,1.0
9-13905-463-79,2645,2646,1.0
5-8835-294-77,2649,2650,1.0
3-5570-185-104,2651,2662,11.0
2-3192-106-63,2652,2663,11.0
2-3192-106-61,2657,2663,6.0
3-5570-185-103,2658,2662,4.0
2-3192-106-64,2659,2663,4.0
2-3192-106-62,2660,2663,3.0
12-17904-596-124,2662,2673,11.0
3-5615-187-26,2664,2665,1.0
2-3831-127-105,2667,2678,11.0
2-3831-127-106,2667,2678,11.0
13-20126-670-134,2671,2672,1.0
13-20126-670-132,2671,2672,1.0
8-11847-394-139,2671,2682,11.0
13-20126-670-133,2674,2675,1.0
3-5615-187-25,2677,2678,1.0
3-4579-152-97,2680,2681,1.0
10-15088-502-144,2681,2682,1.0
3-4579-152-95,2683,2684,1.0
10-15088-502-143,2684,2685,1.0
3-4579-152-96,2689,2690,1.0
5-7904-263-73,2690,2701,11.0
3-5586-186-31,2691,2692,1.0
5-7904-263-74,2695,2701,6.0
3-5586-186-34,2697,2698,1.0
3-5586-186-30,2699,2700,1.0
1-1727-57-89,2700,2711,11.0
18-27666-922-30,2705,2716,11.0
3-4850-161-104,2706,2707,1.0
3-5586-186-33,2709,2710,1.0
3-5586-186-32,2709,2710,1.0
1-1727-57-88,2710,2711,1.0
1-1727-57-86,2711,2712,1.0
9-14231-474-59,2712,2723,11.0
9-14231-474-57,2717,2723,6.0
1-1727-57-87,2718,2719,1.0
9-14231-474-58,2722,2723,1.0
9-14231-474-55,2725,2726,1.0
18-27752-925-10,2725,2736,11.0
18-27752-925-12,2726,2736,10.0
18-27752-925-11,2728,2736,8.0
1-1728-57-90,2731,2732,1.0
2-3830-127-102,2731,2732,1.0
2-3830-127-103,2732,2733,1.0
2-3830-127-104,2734,2735,1.0
9-14231-474-56,2737,2738,1.0
0-822-27-62,2741,2752,11.0
0-822-27-63,2745,2752,7.0
8-11848-394-143,2745,2746,1.0
8-11848-394-141,2747,2748,1.0
8-11848-394-142,2749,2750,1.0
3-4850-161-103,2757,2758,1.0
0-822-27-64,2758,2759,1.0
8-11848-394-140,2759,2760,1.0
0-542-18-13,2760,2762,2.0
0-542-18-14,2762,2763,1.0
4-7207-240-39,2765,2766,1.0
3-5252-175-10,2768,2779,11.0
17-25027-834-35,2769,2770,1.0
8-11825-394-29,2771,2782,11.0
18-27665-922-27,2775,2776,1.0
18-27665-922-29,2777,2778,1.0
18-27665-922-26,2778,2779,1.0
18-27665-922-28,2778,2779,1.0
9-14370-479-2,2785,2786,1.0
9-14370-479-3,2786,2787,1.0
5-8084-269-70,2786,2787,1.0
9-14370-479-4,2787,2788,1.0
5-8084-269-71,2787,2788,1.0
5-8084-269-73,2795,2796,1.0
5-8084-269-72,2797,2798,1.0
4-6233-207-119,2797,2798,1.0
1-2959-98-95,2798,2809,11.0
4-6233-207-118,2799,2800,1.0
7-10867-362-35,2800,2811,11.0
4-6233-207-117,2803,2804,1.0
4-6233-207-116,2804,2805,1.0
7-10867-362-37,2805,2811,6.0
4-6233-207-115,2807,2808,1.0
2-4015-133-129,2810,2811,1.0
7-10867-362-39,2810,2811,1.0
2-4015-133-128,2813,2814,1.0
7-10867-362-36,2813,2814,1.0
7-10867-362-38,2814,2815,1.0
18-27751-925-8,2821,2822,1.0
18-27751-925-9,2823,2824,1.0
17-26125-870-129,2824,2835,11.0
8-12666-422-30,2824,2825,1.0
2-4015-133-127,2828,2829,1.0
8-12666-422-31,2830,2831,1.0
17-26125-870-128,2836,2837,1.0
8-12666-422-32,2836,2837,1.0
17-26125-870-127,2838,2839,1.0
17-26125-870-126,2838,2839,1.0
4-6230-207-102,2841,2842,1.0
17-26125-870-125,2843,2844,1.0
15-22820-760-104,2844,2855,11.0
4-6230-207-101,2844,2845,1.0
13-20128-670-144,2847,2848,1.0
15-22820-760-103,2854,2855,1.0
13-20128-670-143,2856,2857,1.0
4-6230-207-103,2858,2859,1.0
4-6230-207-104,2859,2860,1.0
9-13806-460-34,2859,2860,1.0
15-22820-760-100,2860,2861,1.0
15-22820-760-102,2860,2861,1.0
15-22820-760-101,2865,2866,1.0
8-12181-406-6,2865,2876,11.0
8-12181-406-7,2869,2876,7.0
1-2958-98-94,2871,2872,1.0
1-2958-98-93,2871,2872,1.0
8-12181-406-5,2873,2876,3.0
8-12181-406-8,2876,2877,1.0
8-12181-406-9,2877,2878,1.0
5-8359-278-96,2881,2882,1.0
10-14897-496-85,2882,2883,1.0
10-14897-496-87,2882,2883,1.0
5-8359-278-95,2885,2886,1.0
1-2958-98-92,2887,2888,1.0
5-8359-278-97,2891,2892,1.0
10-14897-496-86,2891,2892,1.0
5-8359-278-98,2895,2896,1.0
18-26922-897-61,2895,2896,1.0
10-14897-496-88,2897,2898,1.0
18-26922-897-62,2902,2903,1.0
5-7905-263-77,2902,2903,1.0
5-7905-263-76,2908,2909,1.0
5-7905-263-75,2910,2911,1.0
0-543-18-15,2915,2916,1.0
4-7232-241-12,2916,2917,1.0
3-5251-175-9,2917,2918,1.0
3-5251-175-8,2919,2920,1.0
4-7232-241-11,2920,2921,1.0
18-26922-897-60,2925,2926,1.0
4-7232-241-10,2926,2927,1.0
3-5571-185-107,2926,2927,1.0
3-5251-175-7,2927,2928,1.0
3-4588-152-141,2933,2934,1.0
5-8834-294-74,2934,2935,1.0
0-278-9-40,2934,2935,1.0
3-5251-175-6,2937,2938,1.0
17-25658-855-40,2938,2939,1.0
2-3973-132-68,2940,2951,11.0
3-4588-152-140,2944,2945,1.0
0-278-9-43,2946,2947,1.0
5-8834-294-73,2949,2950,1.0
2-3973-132-67,2949,2951,2.0
2-3973-132-66,2951,2952,1.0
0-278-9-42,2953,2954,1.0
0-278-9-41,2957,2958,1.0
2-3973-132-65,2958,2959,1.0
3-5571-185-106,2959,2960,1.0
1-2958-98-91,2961,2962,1.0
12-17905-596-127,2962,2963,1.0
3-5571-185-105,2962,2963,1.0
8-12491-416-55,2968,2969,1.0
2-3193-106-65,2969,2970,1.0
8-12491-416-56,2973,2974,1.0
12-17905-596-128,2975,2976,1.0
2-3973-132-69,2976,2977,1.0
12-17905-596-125,2977,2978,1.0
12-17905-596-126,2979,2980,1.0
8-11826-394-32,2980,2981,1.0
8-11826-394-33,2981,2982,1.0
1-1852-61-112,2981,2982,1.0
1-1852-61-110,2983,2984,1.0
1-1852-61-111,2984,2985,1.0
17-25658-855-42,2992,2993,1.0
17-25658-855-41,2993,2994,1.0
4-7231-241-9,2993,2994,1.0
8-11826-394-31,2995,2996,1.0
8-11826-394-30,2997,2998,1.0
13-19505-650-26,3000,3011,11.0
7-11777-392-86,3001,3012,11.0
7-11777-392-85,3003,3012,9.0
3-4958-165-43,3008,3019,11.0
13-19505-650-25,3009,3011,2.0
0-47-1-86,3011,3022,11.0
3-5075-169-29,3016,3022,6.0
6-9362-312-14,3022,3033,11.0
3-4958-165-44,3024,3025,1.0
17-25848-861-91,3024,3035,11.0
0-47-1-85,3027,3028,1.0
6-9362-312-12,3029,3033,4.0
17-25848-861-90,3033,3035,2.0
17-25848-861-92,3034,3035,1.0
17-25848-861-93,3035,3036,1.0
6-9362-312-13,3036,3037,1.0
6-9362-312-10,3037,3038,1.0
6-10023-334-19,3040,3041,1.0
6-9362-312-11,3044,3045,1.0
6-8912-297-10,3046,3057,11.0
6-10023-334-17,3049,3050,1.0
6-10023-334-18,3049,3050,1.0
2-3107-103-87,3051,3062,11.0
10-14742-491-60,3054,3065,11.0
2-3107-103-88,3054,3062,8.0
2-3107-103-89,3058,3062,4.0
10-14742-491-61,3059,3065,6.0
7-11661-388-105,3064,3075,11.0
3-4499-149-145,3066,3077,11.0
17-25848-861-94,3067,3068,1.0
3-4499-149-146,3069,3077,8.0
2-3107-103-86,3069,3070,1.0
3-5775-192-75,3070,3081,11.0
14-20934-697-124,3071,3082,11.0
7-11661-388-106,3076,3077,1.0
6-8858-295-40,3079,3090,11.0
3-5775-192-76,3079,3081,2.0
14-20934-697-123,3080,3082,2.0
13-19121-637-58,3082,3093,11.0
13-19121-637-57,3084,3093,9.0
6-8858-295-41,3085,3090,5.0
13-19121-637-56,3089,3093,4.0
13-19121-637-55,3092,3093,1.0
6-8911-297-8,3093,3094,1.0
6-8911-297-9,3095,3096,1.0
6-8911-297-6,3099,3100,1.0
6-8911-297-7,3099,3100,1.0
6-8858-295-42,3100,3101,1.0
3-5475-182-76,3101,3112,11.0
6-8858-295-43,3102,3103,1.0
3-5475-182-77,3108,3112,4.0
3-5475-182-75,3109,3112,3.0
14-21450-715-4,3114,3125,11.0
14-21450-715-3,3115,3125,10.0
14-21450-715-2,3117,3125,8.0
14-21450-715-1,3118,3125,7.0
1-2148-71-94,3119,3130,11.0
0-1193-39-119,3120,3131,11.0
7-11371-379-6,3121,3132,11.0
